,missions_been_on,failed_missions_been_on,missions_voted_up1,missions_voted_up2,missions_voted_up3,missions_voted_up4,missions_voted_up5,missions_voted_up6,missions_voted_down1,missions_voted_down2,missions_voted_down3,missions_voted_down4,missions_voted_down5,missions_voted_down6,Spy
10815,3,1,2,0,1,2,0,0,0,1,1,1,0,0,0
10816,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
10817,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
10818,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
10819,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
10820,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
10821,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
10822,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
10823,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
10824,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
10825,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10826,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10827,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
10828,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
10829,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
10830,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
10831,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0
10832,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0
10833,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
10834,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
10835,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
10836,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1
10837,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1
10838,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
10839,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
10840,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
10841,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
10842,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
10843,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0
10844,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0
10845,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
10846,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
10847,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
10848,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
10849,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1
10850,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1
10851,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
10852,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
10853,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
10854,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
10855,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
10856,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
10857,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
10858,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
10859,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
10860,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
10861,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
10862,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
10863,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
10864,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
10865,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
10866,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
10867,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
10868,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10869,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10870,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0
10871,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0
10872,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0
10873,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10874,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10875,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10876,1,1,2,0,1,0,0,0,0,0,3,0,0,0,0
10877,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
10878,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1
10879,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1
10880,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1
10881,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10882,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10883,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10884,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
10885,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
10886,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
10887,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0
10888,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0
10889,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0
10890,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0
10891,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0
10892,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
10893,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
10894,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1
10895,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1
10896,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1
10897,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
10898,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
10899,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
10900,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
10901,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
10902,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
10903,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
10904,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
10905,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
10906,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
10907,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10908,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10909,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
10910,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
10911,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
10912,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
10913,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
10914,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
10915,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
10916,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10917,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10918,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10919,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
10920,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
10921,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
10922,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
10923,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
10924,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
10925,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
10926,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
10927,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
10928,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
10929,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
10930,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
10931,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
10932,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
10933,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
10934,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
10935,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
10936,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
10937,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
10938,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10939,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10940,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10941,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1
10942,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1
10943,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
10944,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
10945,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
10946,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0
10947,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0
10948,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0
10949,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
10950,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
10951,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
10952,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1
10953,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1
10954,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
10955,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
10956,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
10957,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10958,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10959,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10960,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10961,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10962,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10963,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10964,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10965,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0
10966,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0
10967,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1
10968,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1
10969,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1
10970,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0
10971,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0
10972,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0
10973,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
10974,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
10975,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
10976,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10977,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10978,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
10979,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
10980,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
10981,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0
10982,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0
10983,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0
10984,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10985,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10986,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10987,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
10988,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
10989,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
10990,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
10991,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
10992,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1
10993,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1
10994,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
10995,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
10996,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
10997,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
10998,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
10999,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11001,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
11002,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
11003,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
11004,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0
11005,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0
11006,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0
11007,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1
11008,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1
11009,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1
11010,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1
11011,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11012,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11013,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0
11014,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0
11015,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
11016,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
11017,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
11018,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
11019,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
11020,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11021,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11022,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11023,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11024,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11025,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11026,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
11027,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
11028,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
11029,3,2,0,1,0,0,0,0,1,2,0,0,0,0,0
11030,3,2,0,1,0,0,0,0,1,2,0,0,0,0,0
11031,3,2,0,1,0,0,0,0,1,2,0,0,0,0,0
11032,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
11033,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
11034,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
11035,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
11036,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1
11037,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1
11038,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
11039,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
11040,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11041,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11042,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11043,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
11044,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
11045,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
11046,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11047,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
11048,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0
11049,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0
11050,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0
11051,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1
11052,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1
11053,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1
11054,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11055,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11056,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
11057,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
11058,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
11059,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
11060,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
11061,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
11062,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
11063,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
11064,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
11065,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
11066,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11067,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11068,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
11069,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
11070,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11071,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11072,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
11073,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
11074,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
11075,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11076,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11077,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11078,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11079,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1
11080,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1
11081,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1
11082,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1
11083,2,2,3,0,1,0,1,0,0,0,0,0,0,0,1
11084,2,2,3,0,1,0,1,0,0,0,0,0,0,0,1
11085,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
11086,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
11087,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
11088,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
11089,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11090,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11091,3,1,1,0,2,0,0,0,1,1,0,0,0,0,0
11092,3,1,1,0,2,0,0,0,1,1,0,0,0,0,0
11093,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0
11094,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0
11095,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0
11096,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
11097,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
11098,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
11099,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
11100,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
11101,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
11102,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
11103,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
11104,1,0,2,1,0,2,0,0,0,0,1,0,0,0,0
11105,3,1,2,0,1,2,0,0,0,1,1,1,0,0,0
11106,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
11107,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
11108,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
11109,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
11110,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
11111,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
11112,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
11113,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
11114,3,1,2,0,1,2,0,0,0,1,1,1,0,0,0
11115,3,1,2,0,1,2,0,0,0,1,1,1,0,0,0
11116,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
11117,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
11118,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
11119,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11120,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11121,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11122,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
11123,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
11124,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
11125,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
11126,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
11127,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
11128,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
11129,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
11130,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1
11131,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1
11132,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
11133,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
11134,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
11135,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1
11136,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1
11137,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11138,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
11139,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
11140,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
11141,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0
11142,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0
11143,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0
11144,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0
11145,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0
11146,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
11147,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
11148,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
11149,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
11150,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
11151,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11152,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11153,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11154,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1
11155,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1
11156,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1
11157,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
11158,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
11159,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
11160,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
11161,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
11162,1,0,2,1,0,2,0,0,0,0,1,0,0,0,0
11163,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
11164,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
11165,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
11166,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
11167,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
11168,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
11169,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
11170,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
11171,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
11172,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
11173,2,1,1,1,1,0,0,0,0,2,0,0,0,0,0
11174,2,1,1,1,1,0,0,0,0,2,0,0,0,0,0
11175,2,1,1,1,1,0,0,0,0,2,0,0,0,0,0
11176,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11177,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11178,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
11179,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
11180,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
11181,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
11182,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
11183,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
11184,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
11185,1,1,2,0,4,0,0,0,0,0,0,0,0,0,1
11186,1,1,2,0,4,0,0,0,0,0,0,0,0,0,1
11187,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
11188,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
11189,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
11190,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11191,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11192,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11193,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
11194,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1
11195,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1
11196,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1
11197,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11198,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11199,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11200,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
11201,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1
11202,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1
11203,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
11204,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
11205,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
11206,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
11207,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11208,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11209,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11210,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11211,3,1,2,0,1,2,0,0,0,2,0,2,0,0,0
11212,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
11213,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
11214,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
11215,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
11216,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
11217,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
11218,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
11219,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
11220,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
11221,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
11222,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
11223,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
11224,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1
11225,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1
11226,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
11227,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
11228,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
11229,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11230,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
11231,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11232,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11233,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
11234,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
